first_contact_date,proposal_date,follow_up_count,deal_size,closure_date,proposal_delay_days,closure_duration_days
2024-08-08,2024-08-19,9,133968000,2025-08-19,11,376
2025-07-06,2025-07-18,5,24857000,2026-01-27,12,205
2025-01-02,2025-01-05,5,49548000,2026-01-05,3,368
2024-05-26,2024-06-02,3,26093000,2025-01-30,7,249
2024-04-21,2024-04-22,5,14145000,2025-02-13,1,298
2025-09-06,2025-09-18,4,53402000,2026-09-18,12,377
2025-07-11,2025-07-20,5,88677000,2026-07-20,9,374
2025-05-08,2025-05-09,2,20952000,2026-01-16,1,253
2025-05-19,2025-06-02,7,27770000,2026-04-18,14,334
2025-04-19,2025-04-27,1,19013000,2025-08-15,8,118
2024-09-27,2024-09-28,3,54529000,2025-09-28,1,366
2025-02-24,2025-02-26,4,33227000,2026-02-26,2,367
2025-12-07,2025-12-12,5,8975000,2026-01-10,5,34
2025-01-01,2025-01-03,5,36932000,2025-05-29,2,148
2024-10-06,2024-10-11,6,112686000,2025-10-11,5,370
2024-10-09,2024-10-18,7,123900000,2025-10-18,9,374
2024-02-09,2024-02-16,5,128962000,2025-02-15,7,372
2024-07-07,2024-07-15,6,22138000,2025-07-15,8,373
2024-06-12,2024-06-27,5,18980000,2025-03-01,15,262
2025-06-19,2025-06-22,8,29200000,2026-03-28,3,282
2025-06-19,2025-06-20,2,106756000,2026-06-20,1,366
2024-01-04,2024-01-11,7,103811000,2025-01-10,7,372
2024-10-16,2024-10-30,10,49134000,2025-10-30,14,379
2025-03-08,2025-03-15,2,119919000,2026-03-15,7,372
2025-04-15,2025-04-16,2,79664000,2026-04-16,1,366
2024-06-29,2024-07-05,6,33331000,2025-07-05,6,371
2024-09-04,2024-09-09,6,37196000,2025-09-09,5,370
2025-09-19,2025-09-25,4,17770000,2026-05-22,6,245
2024-10-05,2024-10-07,2,44392000,2025-10-07,2,367
2025-08-03,2025-08-06,10,30105000,2026-06-25,3,326
2024-09-10,2024-09-15,4,21978000,2025-03-07,5,178
2024-06-29,2024-07-09,2,27198000,2025-07-09,10,375
2025-11-11,2025-11-15,2,162029000,2026-11-15,4,369
2025-05-23,2025-06-02,2,33848000,2026-05-27,10,369
2025-11-30,2025-12-02,5,173122000,2026-12-02,2,367
2025-07-19,2025-08-12,4,51329000,2026-08-12,24,389
2024-11-21,2024-11-23,4,40817000,2025-11-23,2,367
2024-12-22,2024-12-25,7,74404000,2025-12-25,3,368
2025-10-11,2025-10-18,6,7278000,2026-04-16,7,187
2025-11-10,2025-11-16,7,259168000,2026-11-16,6,371
2025-01-25,2025-02-04,4,105251000,2026-02-04,10,375
2025-09-06,2025-09-13,6,57809000,2026-09-13,7,372
2024-03-25,2024-03-28,4,93987000,2025-03-28,3,368
2024-11-12,2024-11-22,5,51211000,2025-11-22,10,375
2024-07-30,2024-08-01,4,30162000,2025-03-26,2,239
2025-05-29,2025-06-04,6,48112000,2026-06-04,6,371
2025-01-18,2025-01-19,4,34984000,2025-12-25,1,341
2025-11-21,2025-12-08,7,23885000,2026-08-15,17,267
2024-12-07,2024-12-16,5,35743000,2025-12-16,9,374
2024-02-07,2024-02-14,9,58111000,2025-02-13,7,372
2025-05-25,2025-05-28,5,65144000,2026-05-28,3,368
2025-02-23,2025-02-27,1,151505000,2026-02-27,4,369
2024-06-17,2024-06-18,4,38275000,2025-03-22,1,278
2024-12-08,2024-12-17,6,27860000,2025-11-02,9,329
2024-11-01,2024-11-03,8,17927000,2025-05-21,2,201
2025-06-25,2025-07-13,2,69826000,2026-07-13,18,383
2025-12-02,2025-12-03,7,157435000,2026-12-03,1,366
2025-06-20,2025-06-23,5,35856000,2026-06-23,3,368
2024-04-21,2024-04-25,5,31245000,2025-04-25,4,369
2025-02-14,2025-02-20,6,97938000,2026-02-20,6,371
2024-07-24,2024-07-29,6,20934000,2025-07-29,5,370
2024-07-03,2024-07-11,9,179175000,2025-07-11,8,373
2025-01-16,2025-01-28,8,46145000,2026-01-28,12,377
2025-05-10,2025-05-12,8,66207000,2026-05-12,2,367
2025-01-13,2025-01-14,6,50522000,2026-01-14,1,366
2024-02-16,2024-03-01,2,6607000,2024-11-28,14,286
2025-07-04,2025-07-12,4,46495000,2026-07-12,8,373
2025-06-11,2025-06-13,4,36106000,2026-01-19,2,222
2025-05-18,2025-05-19,6,66951000,2026-05-19,1,366
2024-01-22,2024-01-27,10,122298000,2025-01-26,5,370
2024-07-31,2024-08-09,6,72724000,2025-08-09,9,374
2024-11-05,2024-11-06,7,28773000,2025-10-23,1,352
2025-10-22,2025-10-28,4,183075000,2026-10-28,6,371
2024-09-28,2024-10-01,7,50823000,2025-10-01,3,368
2025-07-24,2025-07-27,4,136565000,2026-07-27,3,368
2024-07-20,2024-07-30,6,99273000,2025-07-30,10,375
2024-02-01,2024-02-02,9,22089000,2024-10-25,1,267
2025-03-18,2025-03-26,4,114497000,2026-03-26,8,373
2024-06-10,2024-06-16,4,98143000,2025-06-16,6,371
2024-09-10,2024-09-16,2,52152000,2025-09-16,6,371
2025-06-04,2025-06-08,6,34291000,2026-06-04,4,365
2025-10-12,2025-10-15,3,94067000,2026-10-15,3,368
2025-04-24,2025-04-26,1,108521000,2026-04-26,2,367
2024-01-10,2024-01-22,4,35327000,2025-01-21,12,377
2025-12-26,2025-12-30,4,79597000,2026-12-30,4,369
2025-05-19,2025-05-22,9,37448000,2026-05-22,3,368
2025-07-13,2025-07-20,3,31591000,2026-07-20,7,372
2025-03-11,2025-03-25,6,69285000,2026-03-25,14,379
2024-04-20,2024-04-26,6,92158000,2025-04-26,6,371
2024-06-01,2024-06-06,2,74232000,2025-06-06,5,370
2025-09-26,2025-10-01,1,43913000,2026-10-01,5,370
2024-04-11,2024-04-20,7,19586000,2025-04-20,9,374
2024-07-09,2024-07-12,5,38263000,2025-07-12,3,368
2025-12-29,2026-01-07,5,66046000,2027-01-07,9,374
2025-07-16,2025-07-26,10,274664000,2026-07-26,10,375
2024-03-21,2024-03-22,8,22516000,2024-11-06,1,230
2025-05-03,2025-05-12,5,44693000,2026-05-12,9,374
2024-03-28,2024-04-08,4,43077000,2025-04-08,11,376
2024-07-12,2024-07-16,3,8163000,2024-10-31,4,111
2024-04-13,2024-04-14,4,30573000,2024-12-16,1,247
2024-04-05,2024-04-10,6,18861000,2025-04-10,5,370
2025-02-26,2025-03-03,4,35529000,2026-03-03,5,370
2024-07-16,2024-07-19,3,163202000,2025-07-19,3,368
2024-01-01,2024-01-02,6,82832000,2025-01-01,1,366
2025-02-10,2025-02-13,5,56328000,2026-02-13,3,368
2025-01-12,2025-01-21,3,233243000,2026-01-21,9,374
2024-06-15,2024-06-19,5,151416000,2025-06-19,4,369
2025-05-23,2025-05-25,1,25784000,2026-01-24,2,246
2025-09-29,2025-10-11,3,11366000,2026-01-29,12,122
2024-11-08,2024-11-17,4,7651000,2024-11-22,9,14
2025-08-15,2025-08-20,7,24250000,2026-04-27,5,255
2025-02-21,2025-02-22,3,31133000,2026-01-07,1,320
2025-11-11,2025-11-23,4,169024000,2026-11-23,12,377
2025-04-21,2025-05-08,7,128242000,2026-05-08,17,382
2024-03-13,2024-03-22,6,102279000,2025-03-22,9,374
2024-05-20,2024-05-28,4,32771000,2025-05-28,8,373
2025-08-04,2025-08-13,2,42152000,2026-08-13,9,374
2024-09-18,2024-10-06,6,35372000,2025-10-06,18,383
2024-12-05,2024-12-14,7,285985000,2025-12-14,9,374
2024-11-03,2024-11-06,3,29700000,2025-11-06,3,368
2024-09-01,2024-09-05,4,25979000,2025-09-05,4,369
2025-05-29,2025-06-02,3,77029000,2026-06-02,4,369
2024-12-02,2024-12-08,8,22691000,2025-10-11,6,313
2025-07-28,2025-08-08,3,76592000,2026-08-08,11,376
2025-07-14,2025-07-17,7,61784000,2026-07-17,3,368
2024-03-16,2024-03-18,7,27088000,2025-03-18,2,367
2024-06-23,2024-07-04,4,37224000,2025-07-04,11,376
2024-04-18,2024-04-23,4,24922000,2025-02-15,5,303
2024-07-01,2024-07-02,5,110329000,2025-07-02,1,366
2024-07-10,2024-07-17,2,43563000,2025-06-03,7,328
2024-03-05,2024-03-06,8,41307000,2025-03-06,1,366
2025-04-18,2025-04-25,6,93672000,2026-04-25,7,372
2024-04-09,2024-04-12,6,84133000,2025-04-12,3,368
2025-06-27,2025-06-28,7,59121000,2026-06-28,1,366
2024-05-07,2024-05-11,6,113016000,2025-05-11,4,369
2025-03-27,2025-04-04,7,43284000,2026-04-04,8,373
2025-01-03,2025-01-13,1,24005000,2026-01-13,10,375
2024-02-12,2024-02-13,8,55190000,2025-02-12,1,366
2025-02-22,2025-02-24,3,47642000,2026-02-24,2,367
2025-05-02,2025-05-11,2,154684000,2026-05-11,9,374
2024-03-18,2024-03-21,10,39700000,2025-03-21,3,368
2024-09-26,2024-09-28,5,174912000,2025-09-28,2,367
2025-11-04,2025-11-12,2,18548000,2026-08-25,8,294
2025-12-01,2025-12-03,6,40583000,2026-12-03,2,367
2025-12-28,2025-12-29,5,38083000,2026-12-29,1,366
2024-11-10,2024-11-14,7,37908000,2025-11-14,4,369
2024-06-16,2024-06-21,2,121774000,2025-06-21,5,370
2024-12-04,2024-12-06,4,33831000,2025-09-21,2,291
2024-07-11,2024-07-12,4,108370000,2025-07-12,1,366
2025-03-28,2025-04-02,0,45790000,2026-04-02,5,370
2024-10-09,2024-10-19,2,45331000,2025-10-19,10,375
2024-12-01,2024-12-05,0,16792000,2025-09-02,4,275
2025-01-24,2025-01-25,3,133730000,2026-01-25,1,366
2025-06-08,2025-06-11,4,167185000,2026-06-11,3,368
2024-08-27,2024-09-04,8,18036000,2025-02-12,8,169
2025-04-27,2025-04-28,3,178581000,2026-04-28,1,366
2025-10-20,2025-10-24,6,15448000,2026-09-29,4,344
2025-12-16,2025-12-22,6,42841000,2026-12-22,6,371
2025-08-14,2025-08-18,3,45209000,2026-08-18,4,369
2025-07-08,2025-07-09,3,38496000,2026-07-09,1,366
2025-04-02,2025-04-03,10,117126000,2026-04-03,1,366
2024-03-29,2024-04-04,4,89142000,2025-04-04,6,371
2025-10-21,2025-10-22,5,12589000,2026-07-21,1,273
2024-04-04,2024-04-05,5,159173000,2025-04-05,1,366
2025-03-27,2025-04-03,4,187019000,2026-04-03,7,372
2025-03-03,2025-03-12,5,84375000,2026-03-12,9,374
2024-05-30,2024-06-02,7,37074000,2025-03-10,3,284
2025-05-28,2025-06-11,4,58443000,2026-06-11,14,379
2025-01-10,2025-01-13,5,39044000,2026-01-13,3,368
2024-01-22,2024-01-27,2,107179000,2025-01-26,5,370
2024-11-08,2024-11-18,8,11687000,2025-02-04,10,88
2025-06-02,2025-06-05,6,67530000,2026-06-05,3,368
2024-07-24,2024-08-05,9,123479000,2025-08-05,12,377
2025-01-09,2025-01-19,4,40284000,2026-01-19,10,375
2025-03-26,2025-04-04,5,76233000,2026-04-04,9,374
2025-09-17,2025-09-18,5,12020000,2026-04-15,1,210
2025-08-17,2025-08-27,10,22859000,2026-08-04,10,352
2024-06-27,2024-07-05,3,67327000,2025-07-05,8,373
2024-07-28,2024-08-01,4,70328000,2025-08-01,4,369
2025-05-14,2025-05-16,7,30799000,2026-05-16,2,367
2025-04-08,2025-04-17,8,62575000,2026-04-17,9,374
2024-05-03,2024-05-13,5,46850000,2025-05-13,10,375
2024-04-22,2024-04-26,7,11275000,2024-12-22,4,244
2024-01-12,2024-01-19,5,40706000,2025-01-18,7,372
2024-05-05,2024-05-13,6,87503000,2025-05-13,8,373
2025-07-18,2025-07-19,5,141688000,2026-07-19,1,366
2024-11-26,2024-12-06,4,40433000,2025-12-06,10,375
2024-10-09,2024-10-21,10,66763000,2025-10-21,12,377
2024-05-19,2024-05-20,8,56274000,2025-05-20,1,366
2025-02-04,2025-02-06,3,75187000,2026-02-06,2,367
2024-04-06,2024-04-11,2,29193000,2025-01-07,5,276
2025-05-31,2025-06-11,6,46282000,2026-06-11,11,376
2025-07-22,2025-08-03,4,75775000,2026-08-03,12,377
2024-03-09,2024-03-10,6,67659000,2025-03-10,1,366
2024-04-27,2024-05-03,2,79647000,2025-05-03,6,371
2024-02-28,2024-03-01,3,92744000,2025-03-01,2,367
2024-02-02,2024-02-03,6,55706000,2025-02-02,1,366
2024-11-13,2024-11-20,8,62152000,2025-11-20,7,372
2024-02-19,2024-02-25,3,31149000,2025-02-24,6,371
2025-05-03,2025-05-11,6,97600000,2026-05-11,8,373
2024-01-19,2024-01-30,7,20667000,2024-10-08,11,263
2025-12-26,2026-01-10,3,80450000,2027-01-10,15,380
2024-07-15,2024-07-25,4,54469000,2025-07-25,10,375
2025-03-25,2025-03-30,5,27646000,2025-12-31,5,281
2025-07-12,2025-07-19,9,28617000,2026-07-19,7,372
2025-11-09,2025-11-12,4,58206000,2026-11-12,3,368
2025-03-27,2025-04-14,5,40167000,2026-04-14,18,383
2024-10-15,2024-10-21,11,34769000,2025-10-21,6,371
2024-05-20,2024-05-29,6,68581000,2025-05-29,9,374
2024-03-24,2024-03-27,5,12814000,2025-01-02,3,284
2025-11-24,2025-12-05,9,52770000,2026-12-05,11,376
2025-01-25,2025-02-03,5,36354000,2026-02-03,9,374
2025-08-13,2025-08-21,3,18343000,2026-03-29,8,228
2024-08-02,2024-08-07,2,37416000,2025-08-03,5,366
2025-06-09,2025-06-11,4,17150000,2026-06-11,2,367
2024-08-02,2024-08-13,1,126187000,2025-08-13,11,376
2025-02-06,2025-02-14,7,87254000,2026-02-14,8,373
2024-05-07,2024-05-08,2,95044000,2025-05-08,1,366
2025-04-21,2025-05-06,4,73804000,2026-05-06,15,380
2025-02-07,2025-02-14,4,8842000,2025-07-13,7,156
2024-01-29,2024-02-04,2,19110000,2024-12-11,6,317
2024-12-03,2024-12-07,6,100198000,2025-12-07,4,369
2025-12-14,2025-12-16,5,237467000,2026-12-16,2,367
2024-12-26,2025-01-02,6,66195000,2026-01-02,7,372
2025-07-22,2025-08-07,5,149013000,2026-08-07,16,381
2025-01-26,2025-01-31,3,25565000,2025-08-14,5,200
2024-08-05,2024-08-14,4,29760000,2025-08-14,9,374
2025-07-27,2025-07-29,9,83753000,2026-07-29,2,367
2025-10-30,2025-11-11,5,25841000,2026-11-11,12,377
2024-07-20,2024-07-23,3,13457000,2025-02-14,3,209
2024-01-17,2024-01-24,4,89277000,2025-01-23,7,372
2024-11-17,2024-12-03,8,27585000,2025-12-03,16,381
2025-06-01,2025-06-04,11,10409000,2025-12-15,3,197
2025-07-23,2025-07-24,5,124051000,2026-07-24,1,366
2024-11-20,2024-11-21,5,73418000,2025-11-21,1,366
2025-02-15,2025-02-19,3,85663000,2026-02-19,4,369
2024-11-13,2024-11-15,3,89976000,2025-11-15,2,367
2025-11-11,2025-11-19,1,106548000,2026-11-19,8,373
2024-03-22,2024-03-29,4,73314000,2025-03-29,7,372
2025-04-18,2025-04-30,4,14903000,2026-02-07,12,295
2025-04-12,2025-04-19,4,20558000,2026-01-26,7,289
2025-02-28,2025-03-10,6,109693000,2026-03-10,10,375
2025-11-19,2025-12-10,6,77607000,2026-12-10,21,386
2024-07-22,2024-07-26,2,44156000,2025-07-26,4,369
2025-08-05,2025-08-18,5,12742000,2025-12-28,13,145
2025-01-21,2025-02-13,5,25041000,2026-02-13,23,388
2024-04-07,2024-04-09,6,38407000,2025-04-09,2,367
2024-12-10,2024-12-20,7,26795000,2025-08-19,10,252
2024-07-26,2024-07-28,10,21209000,2025-07-27,2,366
2025-05-28,2025-06-01,4,64004000,2026-06-01,4,369
2025-09-27,2025-09-28,6,158695000,2026-09-28,1,366
2025-08-08,2025-08-09,7,81862000,2026-08-09,1,366
2024-06-14,2024-06-19,3,33539000,2025-06-19,5,370
2024-01-22,2024-02-01,3,46484000,2025-01-31,10,375
2024-06-02,2024-06-07,5,80192000,2025-06-07,5,370
2025-03-14,2025-03-24,5,30414000,2026-03-08,10,359
2024-10-21,2024-10-23,4,58162000,2025-10-23,2,367
2024-08-06,2024-08-08,6,36872000,2025-05-30,2,297
2025-10-30,2025-11-16,5,36219000,2026-11-16,17,382
2025-05-09,2025-05-11,4,13766000,2025-12-23,2,228
2024-08-17,2024-08-21,7,50792000,2025-08-21,4,369
2024-01-20,2024-01-23,5,67984000,2025-01-22,3,368
2025-07-06,2025-07-11,4,96257000,2026-07-11,5,370
2024-05-27,2024-06-02,7,12160000,2024-09-27,6,123
2024-04-17,2024-04-22,6,105073000,2025-04-22,5,370
2025-02-06,2025-02-10,5,87711000,2026-02-10,4,369
2025-08-18,2025-08-23,4,159209000,2026-08-23,5,370
2025-04-27,2025-05-04,7,36637000,2026-05-04,7,372
2025-01-01,2025-01-04,4,51790000,2026-01-04,3,368
2025-02-17,2025-02-23,8,21582000,2025-10-10,6,235
2024-11-04,2024-11-05,1,46651000,2025-11-05,1,366
2024-05-13,2024-05-18,8,38074000,2025-05-18,5,370
2025-12-19,2025-12-24,1,55360000,2026-12-24,5,370
2024-10-09,2024-10-15,6,47363000,2025-10-15,6,371
2024-03-13,2024-03-14,2,93832000,2025-03-14,1,366
2025-04-25,2025-04-29,6,41650000,2026-04-29,4,369
2024-12-17,2024-12-23,6,135737000,2025-12-23,6,371
2025-07-13,2025-07-17,6,6811000,2025-10-08,4,87
2024-11-21,2024-11-26,3,137925000,2025-11-26,5,370
2025-03-18,2025-03-25,6,16269000,2025-12-20,7,277
2024-04-09,2024-04-12,5,94645000,2025-04-12,3,368
2024-02-28,2024-03-07,1,84161000,2025-03-07,8,373
2025-05-22,2025-05-29,8,20781000,2026-02-17,7,271
2024-09-14,2024-09-20,4,130450000,2025-09-20,6,371
2025-02-16,2025-03-02,4,18994000,2025-10-13,14,239
2025-03-27,2025-04-08,3,17051000,2025-10-19,12,206
2024-03-05,2024-03-18,5,34251000,2025-03-18,13,378
2025-08-17,2025-08-24,5,35593000,2026-08-24,7,372
2024-06-02,2024-06-04,3,30191000,2025-06-04,2,367
2024-09-22,2024-09-24,6,51847000,2025-09-24,2,367
2024-03-19,2024-03-27,1,65925000,2025-03-27,8,373
2024-11-10,2024-11-23,3,45971000,2025-11-23,13,378
2025-10-23,2025-11-02,7,19331000,2026-08-02,10,283
2025-07-13,2025-07-27,3,24783000,2026-07-27,14,379
2024-09-04,2024-09-05,5,264645000,2025-09-05,1,366
2025-09-01,2025-09-02,5,21157000,2026-09-02,1,366
2025-02-17,2025-02-18,4,21806000,2025-06-25,1,128
2024-01-25,2024-01-31,6,14163000,2024-10-30,6,279
2024-10-10,2024-10-12,2,106522000,2025-10-12,2,367
2025-03-24,2025-03-29,3,105685000,2026-03-29,5,370
2024-10-27,2024-10-30,7,67351000,2025-10-30,3,368
2024-03-08,2024-03-15,0,137226000,2025-03-15,7,372
2024-01-07,2024-01-13,5,27490000,2025-01-12,6,371
2024-05-16,2024-05-24,5,19466000,2024-12-26,8,224
2024-06-12,2024-06-15,4,61127000,2025-06-15,3,368
2024-03-23,2024-03-28,2,71567000,2025-03-28,5,370
2025-10-11,2025-10-14,5,57086000,2026-10-14,3,368
2025-02-23,2025-02-26,6,38275000,2026-02-15,3,357
2024-03-13,2024-03-22,4,111563000,2025-03-22,9,374
2024-08-24,2024-08-29,6,47339000,2025-08-29,5,370
2024-02-15,2024-02-18,8,60019000,2025-02-17,3,368
2025-09-09,2025-09-14,4,47903000,2026-09-14,5,370
2024-09-18,2024-09-21,4,33061000,2025-09-21,3,368
2024-06-24,2024-06-29,6,20943000,2025-03-22,5,271
2024-06-14,2024-07-04,11,68683000,2025-07-04,20,385
2025-10-18,2025-10-29,6,8684000,2026-08-14,11,300
2025-01-04,2025-01-12,10,29505000,2025-11-21,8,321
2024-02-23,2024-02-24,4,32854000,2024-12-03,1,284
2025-11-20,2025-11-21,3,18571000,2026-11-21,1,366
2025-02-22,2025-02-26,9,38800000,2026-02-26,4,369
2025-05-21,2025-05-25,12,70067000,2026-05-25,4,369
2024-12-06,2024-12-14,5,54322000,2025-12-14,8,373
2024-05-06,2024-05-07,4,30957000,2025-02-28,1,298
2025-02-12,2025-02-14,6,80397000,2026-02-14,2,367
2025-01-01,2025-01-14,4,60529000,2026-01-14,13,378
2024-09-27,2024-09-29,5,19613000,2025-02-22,2,148
2025-10-05,2025-10-08,5,26345000,2026-04-28,3,205
2025-08-27,2025-09-21,3,15845000,2026-08-29,25,367
2025-01-13,2025-01-25,6,37070000,2026-01-25,12,377
2024-03-13,2024-03-21,2,28708000,2025-03-21,8,373
2024-09-04,2024-09-06,6,40817000,2025-09-06,2,367
2024-02-12,2024-02-18,7,230366000,2025-02-17,6,371
2025-01-11,2025-01-15,3,13247000,2025-05-18,4,127
2024-02-10,2024-02-20,5,10750000,2024-02-25,10,15
2024-06-18,2024-06-19,4,162150000,2025-06-19,1,366
2024-07-30,2024-08-05,6,74724000,2025-08-05,6,371
2025-05-07,2025-05-17,5,107024000,2026-05-17,10,375
2025-11-10,2025-11-14,3,37200000,2026-11-14,4,369
2024-02-08,2024-02-13,6,85035000,2025-02-12,5,370
2025-01-03,2025-01-08,4,44317000,2026-01-08,5,370
2024-05-30,2024-06-02,11,98069000,2025-06-02,3,368
2024-04-20,2024-04-30,5,110633000,2025-04-30,10,375
2025-04-24,2025-05-10,10,102623000,2026-05-10,16,381
2025-03-11,2025-03-12,4,29039000,2026-03-12,1,366
2024-02-16,2024-02-24,9,52778000,2025-02-23,8,373
2025-07-28,2025-08-01,4,22769000,2026-08-01,4,369
2024-12-31,2025-01-01,6,76299000,2026-01-01,1,366
2024-03-09,2024-03-10,5,64310000,2025-03-10,1,366
2024-10-25,2024-10-30,5,13706000,2025-04-10,5,167
2024-10-22,2024-10-26,4,70777000,2025-10-26,4,369
2024-07-21,2024-07-22,3,69478000,2025-07-22,1,366
2024-03-01,2024-03-04,8,77191000,2025-03-04,3,368
2024-11-09,2024-11-17,12,50872000,2025-11-17,8,373
2024-06-09,2024-06-11,9,77022000,2025-06-11,2,367
2024-11-26,2024-12-01,5,63036000,2025-12-01,5,370
2025-06-11,2025-06-19,5,24038000,2026-04-03,8,296
2024-12-03,2024-12-07,0,81217000,2025-12-07,4,369
2025-08-28,2025-08-29,3,22874000,2026-06-02,1,278
2024-10-30,2024-11-05,4,20855000,2025-11-05,6,371
2025-05-17,2025-05-19,5,58051000,2026-05-19,2,367
2025-10-11,2025-10-17,6,5811000,2025-10-22,6,11
2024-12-03,2024-12-08,9,28737000,2025-09-02,5,273
2025-07-03,2025-07-13,6,38152000,2026-07-13,10,375
2025-09-30,2025-10-04,4,141441000,2026-10-04,4,369
2024-10-01,2024-10-16,6,41258000,2025-10-16,15,380
2024-06-12,2024-06-20,5,228836000,2025-06-20,8,373
2025-03-18,2025-03-30,6,14891000,2025-12-23,12,280
2024-11-14,2024-11-18,9,71494000,2025-11-18,4,369
2025-08-11,2025-08-14,8,82401000,2026-08-14,3,368
2025-05-18,2025-05-20,8,23477000,2026-03-04,2,290
2025-11-16,2025-11-19,3,45613000,2026-09-08,3,296
2025-01-21,2025-01-25,8,45072000,2026-01-25,4,369
2025-08-25,2025-09-03,4,116954000,2026-09-03,9,374
2025-11-21,2025-11-26,5,15466000,2026-07-07,5,228
2025-05-08,2025-05-10,9,220426000,2026-05-10,2,367
2025-05-04,2025-05-05,3,10723000,2025-09-22,1,141
2025-12-21,2025-12-23,1,68803000,2026-12-23,2,367
2024-03-13,2024-03-15,4,24370000,2025-03-15,2,367
2025-05-23,2025-06-03,4,71796000,2026-06-03,11,376
2025-01-24,2025-01-27,5,28882000,2025-11-28,3,308
2025-09-10,2025-09-11,1,143892000,2026-09-11,1,366
2024-10-21,2024-10-28,5,53126000,2025-10-28,7,372
2025-01-03,2025-01-08,0,35047000,2026-01-08,5,370
2025-11-24,2025-11-30,2,19993000,2026-06-30,6,218
2025-07-02,2025-07-07,3,66856000,2026-07-07,5,370
2025-10-10,2025-10-13,4,70283000,2026-10-13,3,368
2025-07-21,2025-07-24,3,36665000,2026-07-24,3,368
2024-07-05,2024-07-06,6,50186000,2025-07-06,1,366
2025-03-20,2025-03-24,6,61452000,2026-03-24,4,369
2025-07-23,2025-08-01,3,81871000,2026-08-01,9,374
2024-12-28,2025-01-06,3,22056000,2026-01-06,9,374
2024-05-02,2024-05-05,2,33911000,2025-05-05,3,368
2024-07-06,2024-07-19,6,79920000,2025-07-19,13,378
2025-11-10,2025-11-11,3,45038000,2026-11-11,1,366
2025-02-23,2025-02-28,3,10924000,2025-07-15,5,142
2025-09-17,2025-09-19,4,175213000,2026-09-19,2,367
2024-09-08,2024-09-13,7,96487000,2025-09-13,5,370
2025-09-10,2025-09-22,3,12098000,2026-04-16,12,218
2025-07-02,2025-07-04,7,28988000,2026-03-06,2,247
2024-11-30,2024-12-04,4,172489000,2025-12-04,4,369
2024-04-01,2024-04-05,3,70578000,2025-04-05,4,369
2025-06-13,2025-06-17,7,15462000,2026-05-29,4,350
2024-03-03,2024-03-05,9,10230000,2024-06-30,2,119
2025-10-23,2025-10-30,4,11966000,2026-01-06,7,75
2025-05-26,2025-05-29,6,33108000,2026-02-23,3,273
2024-05-18,2024-05-21,5,83707000,2025-05-21,3,368
2025-11-28,2025-12-10,6,14359000,2026-05-14,12,167
2024-07-03,2024-07-08,4,77329000,2025-07-08,5,370
2024-07-23,2024-07-26,6,24274000,2024-11-11,3,111
2024-08-01,2024-08-09,5,11088000,2024-12-19,8,140
2024-09-12,2024-09-16,6,37104000,2025-09-16,4,369
2024-05-14,2024-05-18,3,237744000,2025-05-18,4,369
2025-07-26,2025-08-01,6,143604000,2026-08-01,6,371
2024-03-28,2024-04-15,5,32884000,2025-04-08,18,376
2024-07-25,2024-07-29,4,57863000,2025-07-29,4,369
2024-05-08,2024-05-14,7,30776000,2025-05-14,6,371
2024-01-03,2024-01-08,3,10144000,2024-05-05,5,123
2024-04-30,2024-05-01,6,30115000,2025-05-01,1,366
2025-01-19,2025-01-21,7,81702000,2026-01-21,2,367
2025-09-05,2025-09-11,6,19121000,2025-09-16,6,11
2024-02-07,2024-02-11,6,115461000,2025-02-10,4,369
2024-12-06,2024-12-09,7,119544000,2025-12-09,3,368
2025-10-06,2025-10-13,1,34172000,2026-10-13,7,372
2025-12-14,2025-12-20,3,53576000,2026-12-20,6,371
2024-01-21,2024-01-22,4,138905000,2025-01-21,1,366
2024-08-29,2024-08-31,9,65539000,2025-08-31,2,367
2025-03-30,2025-04-04,6,157520000,2026-04-04,5,370
2025-09-12,2025-09-14,7,12045000,2026-05-31,2,261
2024-10-29,2024-11-09,3,30779000,2025-09-23,11,329
2025-08-18,2025-08-23,4,37715000,2026-08-23,5,370
2025-08-17,2025-08-21,5,132581000,2026-08-21,4,369
2024-03-09,2024-03-23,4,49055000,2025-03-23,14,379
2024-05-08,2024-05-13,7,27163000,2025-01-15,5,252
2024-07-14,2024-07-17,4,44850000,2025-07-17,3,368
2024-05-19,2024-05-21,6,74308000,2025-05-21,2,367
2025-03-19,2025-03-26,3,38085000,2026-03-26,7,372
2024-10-09,2024-10-13,1,95847000,2025-10-13,4,369
2024-11-07,2024-11-08,5,53806000,2025-11-08,1,366
2025-06-18,2025-06-25,5,38494000,2026-05-22,7,338
2025-10-26,2025-10-29,6,125897000,2026-10-29,3,368
2024-10-03,2024-10-11,7,154970000,2025-10-11,8,373
2024-03-01,2024-03-13,6,124843000,2025-03-13,12,377
2024-11-14,2024-11-15,6,25716000,2025-10-20,1,340
2024-02-21,2024-02-25,3,127158000,2025-02-24,4,369
2024-06-01,2024-06-07,2,109238000,2025-06-07,6,371
2024-11-06,2024-11-09,6,19614000,2025-03-20,3,134
2025-06-27,2025-07-03,4,37501000,2026-07-03,6,371
2025-07-20,2025-07-22,4,132672000,2026-07-22,2,367
2025-01-23,2025-02-03,5,105273000,2026-02-03,11,376
2025-07-01,2025-07-12,2,32205000,2026-07-12,11,376
